motif_name,motif_idx,sequence_name,start,end,strand,score,p-value,q-value,test_idx
neg_patterns.pattern_0,8,188,119,134,+,9.428187824393047,0.00032586976885795534,0.0008260337169198944,338976
neg_patterns.pattern_0,8,188,160,175,-,8.711910356375284,0.0007034791633486747,0.0009259027223486233,338976
pos_patterns.pattern_6,6,197,162,174,-,16.800400156776835,3.1385570764541594e-07,0.0004920982238319189,120861
neg_patterns.pattern_0,8,201,67,77,+,9.204274156853145,0.00042123440653085654,0.0008501409054616691,154827
pos_patterns.pattern_0,0,205,212,225,+,10.26489886703423,0.0001843087375164032,0.0009937761351466183,77281
pos_patterns.pattern_6,6,205,74,87,-,8.394566794719198,0.0002695629373192791,0.0008722880362149568,77281
pos_patterns.pattern_0,0,214,13,24,+,8.884993189451613,0.0005410639569163324,0.0009937761351466183,341669
neg_patterns.pattern_0,8,214,138,153,+,8.41784991642262,0.000894484110176563,0.0009600851127218,341669
neg_patterns.pattern_0,8,217,145,154,+,10.743501073527808,1.7843209207057953e-05,0.0004884840920567513,350303
pos_patterns.pattern_1,1,217,170,181,-,10.252534188530605,0.00016165710985660537,0.0008912524257702803,350303
neg_patterns.pattern_0,8,222,223,234,+,10.074967553113824,0.00011750217527151101,0.0007083615592145236,244115
neg_patterns.pattern_0,8,224,78,88,-,8.773966466077553,0.0007034791633486747,0.0009259027223486233,114961
pos_patterns.pattern_5,5,228,224,236,+,15.704614549565555,1.1967495083808871e-06,0.00020097773522138575,383279
pos_patterns.pattern_7,7,228,17,37,-,10.482946547563287,8.841624003252946e-05,0.0009429871488464413,383279
neg_patterns.pattern_0,8,229,200,212,-,9.3604370333212,0.0003721658140420912,0.0008351300378745865,165676
neg_patterns.pattern_0,8,229,165,175,-,8.756790589553077,0.0007034791633486747,0.0009259027223486233,165676
pos_patterns.pattern_7,7,230,83,96,+,11.255956379664028,3.7722097658843254e-05,0.0009429871488464413,120951
pos_patterns.pattern_6,6,230,109,120,-,6.811658720984602,0.0004975339397788052,0.0008986508007171763,120951
neg_patterns.pattern_0,8,231,98,107,+,9.409805853524094,0.00032586976885795534,0.0008260337169198944,315859
neg_patterns.pattern_0,8,231,117,127,-,8.788437614530286,0.0007034791633486747,0.0009259027223486233,315859
neg_patterns.pattern_0,8,233,104,119,-,9.191831712323783,0.00047300383448600774,0.0008680441031931703,67272
neg_patterns.pattern_0,8,245,100,115,-,10.835528974703424,1.2530013918876594e-05,0.0004485744982957843,346126
pos_patterns.pattern_7,7,246,85,105,+,11.00440851280716,4.70588829557528e-05,0.0009429871488464413,384625
pos_patterns.pattern_6,6,249,105,122,-,14.297270444124198,7.291324436664562e-06,0.000601892555622677,309715
neg_patterns.pattern_1,9,254,123,148,-,18.494820873181567,3.2241853986647605e-07,1.3071079649833088e-05,266222
neg_patterns.pattern_1,9,254,183,198,+,10.976786907548119,4.213359849813963e-05,0.00017347388779610098,266222
neg_patterns.pattern_0,8,258,73,88,-,10.70371316547567,1.784320920705789e-05,0.0004884840920567513,256966
neg_patterns.pattern_0,8,258,225,232,+,9.379015911470578,0.0003721658140420908,0.0008351300378745865,256966
pos_patterns.pattern_3,3,261,116,126,-,8.879948291930187,0.00026152569566208824,0.0007277984820069955,243103
neg_patterns.pattern_0,8,262,63,74,-,8.942359185967799,0.0005842950195074084,0.0008950984268556545,318376
neg_patterns.pattern_0,8,273,115,123,-,9.15419033372992,0.00047300383448600774,0.0008680441031931703,320905
neg_patterns.pattern_0,8,273,133,141,+,8.662404793484509,0.0007654465734958653,0.0009355011431328145,320905
neg_patterns.pattern_0,8,273,161,170,+,8.427233343011753,0.000894484110176563,0.0009600851127218,320905
pos_patterns.pattern_0,0,275,50,60,-,9.440360583264603,0.000359365716576576,0.0009937761351466183,296612
neg_patterns.pattern_0,8,275,133,142,-,9.249105923880137,0.0004212344065308571,0.0008501409054616691,296612
neg_patterns.pattern_0,8,275,159,168,+,9.179232012915236,0.00047300383448600715,0.0008680441031931703,296612
neg_patterns.pattern_0,8,277,76,91,+,10.12183373909197,9.467266499996184e-05,0.0006863030886445833,230829
neg_patterns.pattern_0,8,277,147,162,+,9.194258867801013,0.00047300383448600715,0.0008680441031931703,230829
neg_patterns.pattern_0,8,277,189,204,-,8.7963325877983,0.0007034791633486747,0.0009259027223486233,230829
neg_patterns.pattern_0,8,280,224,236,+,8.799580669841992,0.0007034791633486747,0.0009259027223486233,401206
pos_patterns.pattern_5,5,280,152,167,-,7.644204900517422,0.0006026811897754664,0.0009781834887009919,401206
neg_patterns.pattern_0,8,283,139,154,+,10.493029346763564,4.493165761232379e-05,0.0005974626700792998,32447
neg_patterns.pattern_0,8,283,160,175,-,9.637949036071362,0.00024269614368677145,0.0008033484016488153,32447
neg_patterns.pattern_0,8,283,81,96,+,9.566937116980501,0.00028260797262191724,0.0008199859754254393,32447
neg_patterns.pattern_0,8,283,16,31,-,8.742911954403075,0.0007034791633486747,0.0009259027223486233,32447
neg_patterns.pattern_1,9,284,46,71,-,11.138071567396814,3.782806327645716e-05,0.00016412863250515937,280561
pos_patterns.pattern_7,7,284,148,168,-,10.412089404511494,8.841624003252946e-05,0.0009429871488464413,280561
